model_name,task_name,total_trials,trial_ids,trial_names,successful_trials,execution_times_sec,setup_times_sec,success_rate,resolves_task,successful_trial_ids
gpt-5,build-initramfs-qemu,1,['21fb9e43-1658-4e4c-a923-d7735aabc3c2'],['build-initramfs-qemu__RDRopzT'],0,[929.613089],[39.362912],0.0,False,[]
gpt-5,build-pmars,5,"['2bde6e26-cef3-4c39-beec-af16e99dcea2', '478f169d-bf19-454b-9ef1-92823cfc118e', 'aaf2e8ee-6a7a-4aca-966d-71d622dba3de', '1aa25fb9-a79a-477b-b626-47ffc541a59f', '36b1a6c3-b6ec-4584-8b61-56df6d401b2a']","['build-pmars__ok8cfXs', 'build-pmars__bpRRSDh', 'build-pmars__PySxv5Y', 'build-pmars__by93HKK', 'build-pmars__H2qC2zz']",4,"[618.237492, 420.529629, 941.314624, 670.429353, 569.860484]","[5.174896, 5.036894, 15.337593, 4.794892, 41.452192]",0.8,True,"['2bde6e26-cef3-4c39-beec-af16e99dcea2', '478f169d-bf19-454b-9ef1-92823cfc118e', '1aa25fb9-a79a-477b-b626-47ffc541a59f', '36b1a6c3-b6ec-4584-8b61-56df6d401b2a']"
gpt-5,build-pov-ray,5,"['77741cd1-a259-4917-b33c-4dd85aae21cf', 'c6f2ae87-ba96-4961-b7f1-b79b1f0cde6b', '502f9f71-6539-468d-9d85-4d8825075884', 'caa748fc-ef61-44e1-8c2e-72f685681bd9', '3974277b-9ee3-49ba-95a3-e6ce60994f5b']","['build-pov-ray__BB9vxJ5', 'build-pov-ray__jDPtmKA', 'build-pov-ray__jtm5N4v', 'build-pov-ray__jfeBeio', 'build-pov-ray__zVETpsE']",0,"[4502.348002, 6000.096154, 693.824771, 1508.40576, 6000.001667]","[79.732767, 47.299542, 92.864631, 157.67983, 32.148175]",0.0,False,[]
gpt-5,cancel-async-tasks,5,"['e6454828-7cc7-476b-927e-e01c78d831c4', 'd7698122-e62a-4fe9-b957-7f78bc30e1d3', '583c8ec8-67df-453b-906f-ce43f79d7799', '15aead98-2744-4c83-ba52-3e1ff732c594', 'd879309a-4d8f-4aee-a7ae-f05d0f15b2c3']","['cancel-async-tasks__dzux7zG', 'cancel-async-tasks__VgoiuT5', 'cancel-async-tasks__ecSoUoG', 'cancel-async-tasks__GvfNBZW', 'cancel-async-tasks__fWDjdcL']",3,"[140.779789, 180.043629, 129.744433, 441.621822, 109.211802]","[49.460765, 76.660152, 51.867534, 336.546133, 105.372618]",0.6,True,"['e6454828-7cc7-476b-927e-e01c78d831c4', '583c8ec8-67df-453b-906f-ce43f79d7799', '15aead98-2744-4c83-ba52-3e1ff732c594']"
gpt-5,chess-best-move,7,"['c60cad39-d472-4511-bf76-1191ff3c6d33', '445d761f-0bf4-4e5d-ab0b-37c4a733164c', '51f85e02-5b15-4f3d-9f3d-0ebd155c377a', 'c052e71f-e15e-4d9c-bb70-4ff3600eca4e', '9bdf3eb5-4198-44d1-85f8-109fd136eedb', 'f6a6cef1-d9d8-4245-8f87-fb3f3f47e48e', '8bfbe760-e999-4237-b08f-db20f82a984d']","['chess-best-move__Ne3gRtV', 'chess-best-move__37AEcZv', 'chess-best-move__WrnnZ8R', 'chess-best-move__m5v5R3m', 'chess-best-move__GAWT8VP', 'chess-best-move__iQpT8kx', 'chess-best-move__S2ETy27']",0,"[900.114747, 901.844325, 924.433937, 900.000906, 900.001182, 902.477519, 794.407654]","[9.07527, 265.981811, 56.081178, 11.191537, 22.981045, 15.05337, 14.862108]",0.0,False,[]
gpt-5,circuit-fibsqrt,6,"['57b5a96c-276a-4199-ad96-d7759d0a4e32', 'c833fd31-f4be-4e47-9252-d13aa3acca2b', '6c00e278-fa95-4adc-ace8-273951085a72', '51ae7bb7-3812-4e30-927e-28bf4ff4cf62', 'e315bb79-60bf-451f-a47d-0622529a8ac6', '25824a37-eb61-493c-b671-4bb34c65278f']","['circuit-fibsqrt__HuLdVHU', 'circuit-fibsqrt__N7t8zRq', 'circuit-fibsqrt__MHj5S3g', 'circuit-fibsqrt__vGPGU3H', 'circuit-fibsqrt__xrDQpb9', 'circuit-fibsqrt__mmpTAf5']",4,"[3606.389434, 2806.007752, 1002.388623, 1431.365257, 2780.124129, 3631.903935]","[77.750532, 8.703196, 18.557783, 50.41308, 42.542621, 20.016183]",0.6666666666666666,True,"['c833fd31-f4be-4e47-9252-d13aa3acca2b', '6c00e278-fa95-4adc-ace8-273951085a72', '51ae7bb7-3812-4e30-927e-28bf4ff4cf62', 'e315bb79-60bf-451f-a47d-0622529a8ac6']"
gpt-5,cobol-modernization,6,"['a5ee2eba-2af4-44fe-9b12-69b3bce53268', '0515143d-404b-466a-a207-0a670edd5207', '98a1727a-fad1-4d7e-8d7f-ed570888d97a', 'b04e852e-417c-454f-a9f3-d281597c5bb9', '3069d20c-bed1-4b7b-8b71-385297a6c1ae', '10e26a28-f40f-49f6-8451-d10717827599']","['cobol-modernization__MVVn6L5', 'cobol-modernization__AAMYhBJ', 'cobol-modernization__8LKWdF9', 'cobol-modernization__Egcuc5C', 'cobol-modernization__G8bAYoy', 'cobol-modernization__xdNpJTV']",6,"[426.111141, 320.6472, 904.580499, 217.411476, 225.235422, 434.831796]","[19.63973, 10.631514, 106.187243, 12.104298, 50.184762, 54.115191]",1.0,True,"['a5ee2eba-2af4-44fe-9b12-69b3bce53268', '0515143d-404b-466a-a207-0a670edd5207', '98a1727a-fad1-4d7e-8d7f-ed570888d97a', 'b04e852e-417c-454f-a9f3-d281597c5bb9', '3069d20c-bed1-4b7b-8b71-385297a6c1ae', '10e26a28-f40f-49f6-8451-d10717827599']"
gpt-5,code-from-image,5,"['c0203012-10f5-4e91-9ad3-268898886a47', '286557fb-b1c1-44b2-abec-1bdf121651e0', 'baa7b454-08dc-40a5-a261-6046202442db', 'c0d80f87-7f30-487a-b3e2-5766600f742f', 'fa04e5ef-1582-4f5a-a06f-13209cd53795']","['code-from-image__qw2EjPf', 'code-from-image__e8oZkAs', 'code-from-image__BTxQovg', 'code-from-image__CRqGAoW', 'code-from-image__iGqu8yh']",2,"[1201.63056, 1200.001344, 1220.118122, 567.152112, 428.287744]","[51.876972, 79.384996, 217.359113, 69.271324, 16.024637]",0.4,False,"['c0d80f87-7f30-487a-b3e2-5766600f742f', 'fa04e5ef-1582-4f5a-a06f-13209cd53795']"
gpt-5,configure-git-webserver,6,"['2273405c-10d4-475c-a5de-f1815d335cd3', 'c464dd5f-0dd3-40cc-83fc-4322351e787f', '68d1e3dc-8936-4ec9-88d4-b0d3c066bfba', '582e389d-1c75-407d-8a52-ec9f34d09591', '74f9a8c6-854a-44a0-8c29-7611d07b3080', '294b6bf2-112b-46fd-8f94-3d053acd45ca']","['configure-git-webserver__ELNYJ2w', 'configure-git-webserver__ZjDfk4P', 'configure-git-webserver__dLM7dci', 'configure-git-webserver__zv2wPqv', 'configure-git-webserver__i5fTqHJ', 'configure-git-webserver__dPq4uwF']",6,"[145.150595, 651.456662, 778.7174, 367.7218, 584.741749, 686.346796]","[12.73458, 35.166313, 65.213501, 38.197522, 152.630794, 38.309222]",1.0,True,"['2273405c-10d4-475c-a5de-f1815d335cd3', 'c464dd5f-0dd3-40cc-83fc-4322351e787f', '68d1e3dc-8936-4ec9-88d4-b0d3c066bfba', '582e389d-1c75-407d-8a52-ec9f34d09591', '74f9a8c6-854a-44a0-8c29-7611d07b3080', '294b6bf2-112b-46fd-8f94-3d053acd45ca']"
gpt-5,constraints-scheduling,7,"['e44839c0-6f4c-47c7-8fb6-1042c44f9ba7', '71797a23-2aa0-4128-b87e-65488427ac58', '9adf687d-9e4b-4a7b-a3e3-1a7cedb106ad', '41dcdcd6-a2ae-43ae-9714-8ad88799b586', 'cb6167f6-5a39-4e8d-8579-506414cb37be', '8cdf973c-ce6d-41a8-8b6e-f61b8a5607fd', '66137536-1a88-40ad-8f67-72d64ed280be']","['constraints-scheduling__xQt8HUg', 'constraints-scheduling__ykiFCV7', 'constraints-scheduling__gGdaud7', 'constraints-scheduling__PNaxhry', 'constraints-scheduling__5yNJ6qF', 'constraints-scheduling__9SFhx74', 'constraints-scheduling__5z32nEW']",6,"[181.470067, 268.954183, 330.293856, 265.556712, 192.297308, 174.712709, 153.199702]","[81.850921, 79.984534, 81.579746, 71.556551, 13.357087, 12.664549, 11.98099]",0.8571428571428571,True,"['e44839c0-6f4c-47c7-8fb6-1042c44f9ba7', '71797a23-2aa0-4128-b87e-65488427ac58', '9adf687d-9e4b-4a7b-a3e3-1a7cedb106ad', '41dcdcd6-a2ae-43ae-9714-8ad88799b586', 'cb6167f6-5a39-4e8d-8579-506414cb37be', '66137536-1a88-40ad-8f67-72d64ed280be']"
gpt-5,count-dataset-tokens,6,"['a9104fa7-3fa9-422d-8f9a-af735310996c', 'd60e7b89-5170-4140-8897-2d9462402455', 'cbcce4de-0ee3-47a5-a9d8-0bcf92ddb92c', '802a0ccf-7dc4-47cf-91c2-5ccd9713cfc3', 'f913d927-aada-47cc-b8b5-1a3bf9f0749b', '8cf391f8-1562-4c0b-9ff3-740f02aff742']","['count-dataset-tokens__SRW83kj', 'count-dataset-tokens__4Jw2KaZ', 'count-dataset-tokens__WCPRTky', 'count-dataset-tokens__2L8baVu', 'count-dataset-tokens__Ue4cuPx', 'count-dataset-tokens__Bd83wtD']",1,"[516.552996, 663.083849, 650.136885, 900.418506, 668.834334, 915.590993]","[8.839998, 32.308258, 12.280382, 14.137497, 37.829523, 53.689987]",0.16666666666666666,False,['d60e7b89-5170-4140-8897-2d9462402455']
gpt-5,crack-7z-hash,7,"['afc2284e-c651-4b9f-9a9a-11e1a11c4ed2', '5fcef6f5-c931-40e1-bb3a-c1fff033da31', '095634db-b3bd-4bae-aab7-d37d2155318d', 'aa577c68-82a4-4e92-beaf-6cd39e73dd1b', 'fb4b0c44-d06d-4c8b-94af-ca6f8836f660', '89d03271-11f3-40b7-8652-7811c87c74f8', 'c8918de4-af8f-42c7-b859-7f6048451477']","['crack-7z-hash__mhF6k7R', 'crack-7z-hash__wBfvSNx', 'crack-7z-hash__j5dZr4T', 'crack-7z-hash__fq6QXSs', 'crack-7z-hash__VeDUHNp', 'crack-7z-hash__Q7C7LMJ', 'crack-7z-hash__AeL5MfP']",3,"[544.140932, 140.127986, 735.296622, 693.078611, 900.001286, 868.820394, 56.775652]","[19.363334, 12.699971, 26.174252, 8.747214, 14.544173, 29.537457, 20.340346]",0.42857142857142855,False,"['afc2284e-c651-4b9f-9a9a-11e1a11c4ed2', '095634db-b3bd-4bae-aab7-d37d2155318d', '89d03271-11f3-40b7-8652-7811c87c74f8']"
gpt-5,db-wal-recovery,7,"['264f3b92-533b-43c2-af22-c2b5891928b6', '976bea3b-4536-4fcc-9723-2fc0d1cfd50b', '91e7e2f5-9bff-4120-b8ad-287df4753714', 'a3c98cf9-d56b-4fbc-9a8c-a8cfdb840c44', '95282df7-782c-4cd6-9a92-0a73ba18dd4b', 'dbba3f65-b266-4c37-aa6f-b6c915c8b4da', '0193f7f3-563d-4ca1-a35a-4b48ccbbe905']","['db-wal-recovery__iBH2rwU', 'db-wal-recovery__gMpG67a', 'db-wal-recovery__WMKsy8r', 'db-wal-recovery__C9TLdkn', 'db-wal-recovery__Bs9rBLQ', 'db-wal-recovery__q24a9Xj', 'db-wal-recovery__kajS8jd']",1,"[585.510196, 924.188288, 903.651288, 900.001769, 124.038376, 1014.428489, 915.504961]","[26.961274, 16.997902, 26.4765, 11.233638, 8.869277, 64.919731, 89.638595]",0.14285714285714285,False,['95282df7-782c-4cd6-9a92-0a73ba18dd4b']
gpt-5,distribution-search,7,"['da36dc85-145e-40a8-aa8c-ca018763c3e4', '956f5e49-1099-4023-8aab-2b12bcf0a7d6', '3ceb6ac7-016e-4a9c-8d7e-f0fe68778ed2', '14e4c0e1-444e-49ef-8c94-0fca269d1437', '74226433-2b61-499f-9c66-61467bf2b2a1', '6e98b0d7-c3a4-4e48-9b46-c304e7f92aab', 'e759cfc1-86cb-4398-b354-11a6460c0214']","['distribution-search__hsdkztG', 'distribution-search__sEdSpKf', 'distribution-search__DzbWEgd', 'distribution-search__WQJoEa7', 'distribution-search__oSBNq2G', 'distribution-search__3n2jCgR', 'distribution-search__6DT4PtW']",7,"[327.497215, 272.605554, 148.571519, 608.0784, 255.047714, 450.929963, 148.92117]","[146.049372, 50.107973, 10.915835, 23.590333, 38.522244, 156.406897, 19.435894]",1.0,True,"['da36dc85-145e-40a8-aa8c-ca018763c3e4', '956f5e49-1099-4023-8aab-2b12bcf0a7d6', '3ceb6ac7-016e-4a9c-8d7e-f0fe68778ed2', '14e4c0e1-444e-49ef-8c94-0fca269d1437', '74226433-2b61-499f-9c66-61467bf2b2a1', '6e98b0d7-c3a4-4e48-9b46-c304e7f92aab', 'e759cfc1-86cb-4398-b354-11a6460c0214']"
gpt-5,dna-assembly,6,"['c4add67a-b81a-4dfa-a5e3-df08871b753d', 'eeb76996-1338-424c-9268-c8280da62777', '951447fb-2065-4e01-9858-d6ca408ff24f', 'd65c207d-655b-4b0b-a5db-bc54a871abc4', '6da7c904-8450-4224-b003-a73b3106c338', 'fc1d4edc-8bc6-4ce9-bfa4-9f090bc483af']","['dna-assembly__PYg9Soc', 'dna-assembly__X5uojvJ', 'dna-assembly__rg5PieE', 'dna-assembly__wAiSZJV', 'dna-assembly__Np2YV2p', 'dna-assembly__H9EgxsM']",0,"[666.00144, 777.441933, 724.760434, 720.031722, 750.654915, 747.223056]","[31.858785, 67.292686, 129.787704, 52.008669, 37.118579, 25.142205]",0.0,False,[]
gpt-5,dna-insert,6,"['1c80dd90-f60e-4da4-b241-9f2f60812750', 'a1a72053-dd64-4a8d-a0b9-183457c38182', '80ee59a5-1ed4-4853-825d-9067fad0e72d', 'eb17ff62-d0fd-49e6-820a-4a012b4ef4f2', '0df821ee-96c3-4a3d-9f11-d69aadecfbaf', '6dcc6a9f-9fdb-4505-a2a5-43521bfcbd9d']","['dna-insert__7d89WqV', 'dna-insert__xaRvSUF', 'dna-insert__68S4FDE', 'dna-insert__oLyKirk', 'dna-insert__5Nzq2hh', 'dna-insert__vVzfP67']",0,"[470.679608, 380.107128, 360.010782, 360.001225, 362.328948, 360.425853]","[35.795519, 30.062659, 38.555212, 17.437189, 48.380588, 73.406927]",0.0,False,[]
gpt-5,extract-elf,7,"['ec41e45d-2ebc-4705-b687-3d358466633d', 'ea916cad-d7d6-4e4c-9c65-695480f82964', 'a4c88d8d-cd05-4789-b7c9-bbb8c134b2a8', 'd09e362d-8bac-4f15-8c38-aea6f8bb3d68', '0c394b1a-a690-49f9-be61-cf37e6087d29', 'e28002c8-4c83-49a5-babc-4fad55afb951', '2103b800-0976-4145-8b02-6801e43d6ff5']","['extract-elf__Ttz9Kf8', 'extract-elf__jeCHzer', 'extract-elf__WqeazPk', 'extract-elf__F8GYgmM', 'extract-elf__dMgFRdS', 'extract-elf__E559k8j', 'extract-elf__YopgJgj']",2,"[189.579897, 216.97055, 558.509989, 114.179744, 303.231561, 198.657689, 105.844648]","[26.858638, 50.444566, 100.095715, 13.9943, 49.321635, 24.252616, 9.780107]",0.2857142857142857,False,"['ec41e45d-2ebc-4705-b687-3d358466633d', 'e28002c8-4c83-49a5-babc-4fad55afb951']"
gpt-5,feal-differential-cryptanalysis,5,"['8fba36f8-264b-48fa-b22c-5b693fe44c36', '452415ac-4965-4f39-998d-57cbbcc24b55', '91f654ec-4ff6-4ed0-9ae9-5ce504a14ad7', 'f7be1a8a-e68e-45d6-a540-1c50e2a391a1', 'dfbb884a-fa7f-416a-8531-27b400316d35']","['feal-differential-cryptanalysis__pKYjguW', 'feal-differential-cryptanalysis__9kKRvGV', 'feal-differential-cryptanalysis__fqQKfxK', 'feal-differential-cryptanalysis__gAxfWDY', 'feal-differential-cryptanalysis__chSpLHL']",0,"[527.229762, 460.952586, 523.144905, 982.667163, 428.680043]","[41.227842, 91.546101, 313.048167, 10.944871, 340.604771]",0.0,False,[]
gpt-5,feal-linear-cryptanalysis,7,"['b5e69394-6dd8-42d4-b61c-b943337d39c3', 'f913c078-a29f-4c0a-a0b5-0592cd51c8dd', '661c1ce4-03fd-4b3c-b569-a8214bb66519', '07d56ad8-ccef-4c2a-b468-80ee37717f98', '5fc4268a-d7fe-45d6-b59f-9cc28513dfc8', 'ae33265f-fab8-4850-abdf-1cfcd7174cfc', 'f7ddca7a-26e0-497c-acd3-929095841245']","['feal-linear-cryptanalysis__hUowkYQ', 'feal-linear-cryptanalysis__vQ4MH3V', 'feal-linear-cryptanalysis__YKKmnKP', 'feal-linear-cryptanalysis__SDWG4qw', 'feal-linear-cryptanalysis__qgssPkK', 'feal-linear-cryptanalysis__yY4whSJ', 'feal-linear-cryptanalysis__QN5jdcd']",7,"[908.290389, 656.289345, 1413.234163, 860.564152, 345.592296, 1599.371244, 887.480821]","[31.402331, 91.111483, 30.340901, 29.831587, 20.12171, 8.993617, 93.379735]",1.0,True,"['b5e69394-6dd8-42d4-b61c-b943337d39c3', 'f913c078-a29f-4c0a-a0b5-0592cd51c8dd', '661c1ce4-03fd-4b3c-b569-a8214bb66519', '07d56ad8-ccef-4c2a-b468-80ee37717f98', '5fc4268a-d7fe-45d6-b59f-9cc28513dfc8', 'ae33265f-fab8-4850-abdf-1cfcd7174cfc', 'f7ddca7a-26e0-497c-acd3-929095841245']"
gpt-5,filter-js-from-html,7,"['a3a35965-dc8f-4b86-ad1d-f79f00896bf8', '716eaecb-5fcf-4eb8-b9db-12cab2900664', '9abfad31-2161-46bb-9453-2d7059b2f9fd', '79c59929-1b11-4122-b5ea-d3564eba9bfa', '472a6762-ce4b-493d-bc5a-b0c35d9be076', '81384866-4394-4f78-a506-af497faf7496', '47a91cbb-d396-4a7f-afed-8bdfb316a431']","['filter-js-from-html__p96u6zz', 'filter-js-from-html__ed6p5qN', 'filter-js-from-html__wdU52UJ', 'filter-js-from-html__9HSuuXr', 'filter-js-from-html__JY672a2', 'filter-js-from-html__HHg43k3', 'filter-js-from-html__xHAqJSY']",0,"[361.536895, 246.87478, 513.369315, 190.504802, 390.710676, 296.645272, 124.138036]","[44.903613, 30.142108, 43.977028, 82.796899, 53.885869, 172.710727, 7.050967]",0.0,False,[]
gpt-5,financial-document-processor,6,"['0c90ba40-dfcb-49c4-8df6-644da427922f', '7a11441a-7a42-44d6-97b0-6b5bf8945f57', 'bf8b3f74-df47-4f3e-bcf5-1e83ab1abda5', 'fdd88afb-f22c-4dc6-9172-7c41dc25da59', '619cec56-9023-4590-92ee-2bc921101657', '27b29555-6dcf-4ae2-bf78-a4001bd1e92a']","['financial-document-processor__pd2zske', 'financial-document-processor__rjL4CDq', 'financial-document-processor__X4VEJyf', 'financial-document-processor__rzeAtHy', 'financial-document-processor__7khixGo', 'financial-document-processor__RN32gB8']",0,"[527.003723, 465.008393, 1259.580442, 955.653402, 609.575185, 457.32104]","[97.170713, 16.516862, 261.820097, 25.552764, 44.435925, 319.761173]",0.0,False,[]
gpt-5,fix-code-vulnerability,6,"['2ecbb0d2-527c-416d-80a3-a40bb6710cf5', '1bb86b23-70b7-4ded-92b8-42089a80a6c2', '10f2c158-abc1-4e84-9853-df0361ebd3ca', '6817506c-b19f-43fe-8762-be6d6931f15b', 'f7c6c392-41af-4392-a12c-23bbd3d24558', '8b3a085b-2cbb-4ca2-b074-f1b6685c76f8']","['fix-code-vulnerability__WXJ3nJF', 'fix-code-vulnerability__FBtyK5s', 'fix-code-vulnerability__CmGuh85', 'fix-code-vulnerability__Yf4EDQn', 'fix-code-vulnerability__mJmgMrD', 'fix-code-vulnerability__BGNmhnj']",0,"[902.279823, 902.000882, 911.885947, 901.991962, 900.000675, 1018.416899]","[85.506013, 73.749774, 41.424209, 4.653671, 2.180543, 11.397228]",0.0,False,[]
gpt-5,fix-git,7,"['fa2775ea-3e28-4a68-ba8b-6e0ef3ac5d87', '9573e490-64f2-499d-b7ed-c24a03122753', '80a0e56c-96ba-4eb9-b8f5-6c48ea4814bc', 'e3b9b919-ff1e-41ed-9cec-c249ff18ac4e', '771c770a-515c-4d1a-aa52-fc23621d9917', '0c53e65c-912b-478a-bd1f-fa4d78f3719b', 'e3bc1daf-d874-47c4-977d-9afc42706345']","['fix-git__RsK7cpN', 'fix-git__JbXBm2b', 'fix-git__LA7v2BC', 'fix-git__SRFeQkX', 'fix-git__GvnUoWK', 'fix-git__zVxMYKB', 'fix-git__iXekWB9']",7,"[435.026853, 267.159951, 110.055566, 268.257141, 152.242485, 137.151731, 138.027554]","[52.330139, 67.471635, 10.306406, 41.614713, 8.230076, 86.298567, 32.382884]",1.0,True,"['fa2775ea-3e28-4a68-ba8b-6e0ef3ac5d87', '9573e490-64f2-499d-b7ed-c24a03122753', '80a0e56c-96ba-4eb9-b8f5-6c48ea4814bc', 'e3b9b919-ff1e-41ed-9cec-c249ff18ac4e', '771c770a-515c-4d1a-aa52-fc23621d9917', '0c53e65c-912b-478a-bd1f-fa4d78f3719b', 'e3bc1daf-d874-47c4-977d-9afc42706345']"
gpt-5,fix-ocaml-gc,6,"['6d78f7f4-c47b-4ef8-bd35-af7adb9617fe', 'bbbac5dd-e18f-4881-9561-68e14c072e9c', 'ba67c269-687a-4dc4-9de7-906e447f9713', '507be476-27a6-4de9-822b-72a86043bdcd', '2ffd3819-f3cc-41e8-8090-851fceb5b36d', '1d6a1188-f00f-4522-a9c4-db252d7759b3']","['fix-ocaml-gc__EoN8hf2', 'fix-ocaml-gc__4PBcQoP', 'fix-ocaml-gc__VWqoAAv', 'fix-ocaml-gc__whhd332', 'fix-ocaml-gc__KQXNwkK', 'fix-ocaml-gc__q94MPyH']",0,"[3604.829114, 3600.019834, 3627.691823, 3607.458276, 3600.790072, 3600.002266]","[60.569386, 81.880765, 48.135116, 67.85194, 243.452406, 13.970946]",0.0,False,[]
gpt-5,form-filling,5,"['2a260166-61f0-4fce-b463-4ff9e962dfc6', '4eb85de0-9c15-4f90-9c4b-8ba3a150dca7', '9718e6fe-22ba-4edd-87e3-ef73453b249e', '5a7417fe-a88b-42d5-b6a5-7b01d32763c6', '7f2a3c75-8849-4a30-85e1-4f2b58c10622']","['form-filling__DiDzcSK', 'form-filling__NCg3eF4', 'form-filling__i6o5pim', 'form-filling__grkwgEz', 'form-filling__igJY4Fq']",4,"[568.057126, 541.252707, 905.86045, 665.346979, 579.442688]","[59.973684, 9.919524, 6.931635, 9.323126, 14.244631]",0.8,True,"['2a260166-61f0-4fce-b463-4ff9e962dfc6', '4eb85de0-9c15-4f90-9c4b-8ba3a150dca7', '5a7417fe-a88b-42d5-b6a5-7b01d32763c6', '7f2a3c75-8849-4a30-85e1-4f2b58c10622']"
gpt-5,git-leak-recovery,7,"['1d01d2fa-42fd-4fc5-b808-38af1c5778c0', 'a68fb259-b4ef-4aca-ae0c-4907817dd7d3', '5f5500ce-d56c-42ec-8114-7abb5398645c', 'ad13e37e-e085-4132-bbc2-427204da9faa', '021d5735-c51b-41ac-aa15-5f8f320f0b52', 'd60b7f97-eb79-4057-8ca9-9abe9b9db591', 'f12084c2-0ae4-4b65-8270-751f35512c80']","['git-leak-recovery__w6gTD4y', 'git-leak-recovery__EHcjnav', 'git-leak-recovery__TsToFWG', 'git-leak-recovery__5WHh6Yr', 'git-leak-recovery__BfY5m9T', 'git-leak-recovery__weByehk', 'git-leak-recovery__eUPWpRf']",5,"[280.969164, 293.401903, 901.331757, 208.594188, 900.001982, 109.092514, 87.398418]","[56.846194, 68.145412, 23.102632, 42.106323, 27.247811, 21.38778, 16.358533]",0.7142857142857143,True,"['1d01d2fa-42fd-4fc5-b808-38af1c5778c0', 'a68fb259-b4ef-4aca-ae0c-4907817dd7d3', 'ad13e37e-e085-4132-bbc2-427204da9faa', 'd60b7f97-eb79-4057-8ca9-9abe9b9db591', 'f12084c2-0ae4-4b65-8270-751f35512c80']"
gpt-5,gpt2-codegolf,5,"['92461c80-eb60-482c-bb55-2bcc11051e5d', '0c28f9c0-dec1-4d7b-a172-f819173a3ceb', 'ba624593-febe-42ae-a91f-334a70e333ca', '59c76845-2ee2-4c71-8fc1-8fbbc5eeb900', 'd2954d13-0729-4b1b-b746-c5e04668ebbe']","['gpt2-codegolf__cZF7cSA', 'gpt2-codegolf__8ZUHRDU', 'gpt2-codegolf__xHdkVbv', 'gpt2-codegolf__77oXroZ', 'gpt2-codegolf__q6Em9pb']",0,"[900.014797, 795.122958, 990.828439, 909.627104, 906.57832]","[238.873664, 114.2696, 65.765675, 15.769505, 38.027421]",0.0,False,[]
gpt-5,hf-model-inference,6,"['c935f7f6-6819-4116-a924-6ff5558d5ee0', '034010f8-5d38-4119-b596-c4a1e25a8cc6', 'b120f3bf-a8ca-4024-9e62-64e5d9e28946', 'ec5caf4f-3214-49ad-a838-4bcda768beb0', 'b85e18c9-f2b9-4a47-a3b9-b3f50ae506ff', '2066effb-4566-4842-b5a4-fd59b2d34d01']","['hf-model-inference__gxBhQfN', 'hf-model-inference__4dKxrHw', 'hf-model-inference__LeYF65q', 'hf-model-inference__9hgKi2D', 'hf-model-inference__3CtqyMc', 'hf-model-inference__nXWYSav']",6,"[170.313113, 304.240438, 312.829563, 385.184219, 643.153518, 441.130385]","[9.021081, 79.634151, 32.20607, 38.27839, 77.146419, 24.983522]",1.0,True,"['c935f7f6-6819-4116-a924-6ff5558d5ee0', '034010f8-5d38-4119-b596-c4a1e25a8cc6', 'b120f3bf-a8ca-4024-9e62-64e5d9e28946', 'ec5caf4f-3214-49ad-a838-4bcda768beb0', 'b85e18c9-f2b9-4a47-a3b9-b3f50ae506ff', '2066effb-4566-4842-b5a4-fd59b2d34d01']"
gpt-5,install-klee-minimal,6,"['a3063373-c247-457e-a89d-3a401eec3143', 'f1755a39-6fc2-48d5-83db-ee773c79f222', 'e27c1749-6550-41a1-8151-1e6ed40f2243', 'd0a47b4a-6eff-422f-ad93-b6a7a215b0e7', '149e1f1d-29c5-4b3b-b165-6f22abc80bc5', '3d875769-e80b-4552-8b32-ad26630e8cb0']","['install-klee-minimal__8yXFBKf', 'install-klee-minimal__mrfqK5f', 'install-klee-minimal__2UPy3Gy', 'install-klee-minimal__8Jkt2bJ', 'install-klee-minimal__8joiRDc', 'install-klee-minimal__uhkFdo8']",0,"[900.007161, 900.000697, 901.908794, 900.064479, 900.153186, 900.057718]","[12.072201, 222.288946, 34.553265, 79.024892, 59.835953, 76.187057]",0.0,False,[]
gpt-5,install-windows-3.11,5,"['09331612-af95-462e-9ac8-84f8401c065b', 'b0adb040-ac27-4b1c-bb74-26ab77a88328', 'b2f19a2d-2518-4456-8333-b4046c3d407c', 'ed7cd3da-e642-4230-85b9-b4aa1476f314', 'dea1b982-98d8-4ad7-87b9-56a13f6dfb08']","['install-windows-3.11__HHiBZVT', 'install-windows-3.11__Km6eD3s', 'install-windows-3.11__osxJ2Xc', 'install-windows-3.11__LtcMcTZ', 'install-windows-3.11__BhYUhfJ']",0,"[290.538304, 1094.848031, 259.88754, 467.275171, 227.360665]","[62.711546, 17.495974, 22.801317, 37.238749, 42.342651]",0.0,False,[]
